1.54703200E+03,1.54728000E+03,1.54769600E+03,1.54772000E+03,1.54773600E+03,1.54773600E+03,1.54738600E+03,1.54739790E+03,1.54740800E+03,1.54741800E+03,1.54741800E+03,1.54782600E+03,1.54786000E+03,1.54789600E+03,1.54791390E+03,1.54791390E+03,1.54794200E+03,1.54795400E+03,1.54796590E+03,1.54797600E+03,1.54797600E+03,1.54800400E+03,1.54841800E+03,1.54844800E+03,1.54846400E+03,1.54846400E+03,1.54812600E+03,1.54813790E+03,1.54815000E+03,1.54816200E+03,1.54816200E+03,1.54819400E+03,1.54863000E+03,1.54864790E+03,1.54866200E+03,1.54866200E+03,1.54832200E+03,1.54833400E+03,1.54834800E+03,1.54836210E+03,1.54836210E+03,1.54882400E+03,1.54884000E+03,1.54885600E+03,1.54886800E+03,1.54886800E+03,1.54852800E+03,1.54854200E+03,1.54897600E+03,1.54900600E+03,1.54900600E+03,1.54904000E+03,1.54868800E+03,1.54870200E+03,1.54871590E+03,1.54871590E+03
1.54771200E+03,1.54727600E+03,1.54768200E+03,1.54768200E+03,1.54773600E+03,1.54775200E+03,1.54739000E+03,1.54740200E+03,1.54740200E+03,1.54742400E+03,1.54743400E+03,1.54784400E+03,1.54788790E+03,1.54791000E+03,1.54792600E+03,1.54793990E+03,1.54795200E+03,1.54795200E+03,1.54797600E+03,1.54798800E+03,1.54800000E+03,1.54802400E+03,1.54802400E+03,1.54846200E+03,1.54811000E+03,1.54812400E+03,1.54813600E+03,1.54813600E+03,1.54816000E+03,1.54817400E+03,1.54818990E+03,1.54862400E+03,1.54862400E+03,1.54866000E+03,1.54867400E+03,1.54831800E+03,1.54833000E+03,1.54833000E+03,1.54835800E+03,1.54837400E+03,1.54881800E+03,1.54883610E+03,1.54883610E+03,1.54886400E+03,1.54851000E+03,1.54852400E+03,1.54853800E+03,1.54855600E+03,1.54899800E+03,1.54902000E+03,1.54903600E+03,1.54905000E+03,1.54869800E+03,1.54869800E+03,1.54872800E+03,1.54916000E+03
1.54735600E+03,1.54768400E+03,1.54768400E+03,1.54773210E+03,1.54775000E+03,1.54738790E+03,1.54740200E+03,1.54740200E+03,1.54742400E+03,1.54743400E+03,1.54784000E+03,1.54788400E+03,1.54788400E+03,1.54792400E+03,1.54793800E+03,1.54795000E+03,1.54796200E+03,1.54796200E+03,1.54798600E+03,1.54800000E+03,1.54802000E+03,1.54843800E+03,1.54843800E+03,1.54810800E+03,1.54812190E+03,1.54813400E+03,1.54814600E+03,1.54814600E+03,1.54817200E+03,1.54818600E+03,1.54861800E+03,1.54864200E+03,1.54864200E+03,1.54867000E+03,1.54831600E+03,1.54832800E+03,1.54834000E+03,1.54834000E+03,1.54837000E+03,1.54881200E+03,1.54883200E+03,1.54884800E+03,1.54884800E+03,1.54887400E+03,1.54852000E+03,1.54853410E+03,1.54855000E+03,1.54855000E+03,1.54901400E+03,1.54903200E+03,1.54904600E+03,1.54869200E+03,1.54869200E+03,1.54872200E+03,1.54874190E+03,1.54918400E+03
1.54918400E+03,1.54771400E+03,1.54773000E+03,1.54774600E+03,1.54738600E+03,1.54740000E+03,1.54741200E+03,1.54742200E+03,1.54743200E+03,1.54783800E+03,1.54783800E+03,1.54790600E+03,1.54792400E+03,1.54793800E+03,1.54795000E+03,1.54795000E+03,1.54797400E+03,1.54798600E+03,1.54799800E+03,1.54801600E+03,1.54801600E+03,1.54845610E+03,1.54810600E+03,1.54812000E+03,1.54813400E+03,1.54813400E+03,1.54815600E+03,1.54817000E+03,1.54818400E+03,1.54861210E+03,1.54861210E+03,1.54865410E+03,1.54866800E+03,1.54868200E+03,1.54832600E+03,1.54832600E+03,1.54835000E+03,1.54836600E+03,1.54880600E+03,1.54882800E+03,1.54884400E+03,1.54884400E+03,1.54887190E+03,1.54851600E+03,1.54853000E+03,1.54854390E+03,1.54854390E+03,1.54900810E+03,1.54902600E+03,1.54904200E+03,1.54905600E+03,1.54905600E+03,1.54871800E+03,1.54873400E+03,1.54917600E+03,1.54920000E+03
1.54739000E+03,1.54739000E+03,1.54774600E+03,1.54738400E+03,1.54739790E+03,1.54741000E+03,1.54741000E+03,1.54743010E+03,1.54783610E+03,1.54787810E+03,1.54790410E+03,1.54790410E+03,1.54793600E+03,1.54794800E+03,1.54796000E+03,1.54797200E+03,1.54797200E+03,1.54799800E+03,1.54801400E+03,1.54843200E+03,1.54845610E+03,1.54845610E+03,1.54812000E+03,1.54813200E+03,1.54814400E+03,1.54815600E+03,1.54815600E+03,1.54818200E+03,1.54860800E+03,1.54863400E+03,1.54865200E+03,1.54865200E+03,1.54867800E+03,1.54832400E+03,1.54833610E+03,1.54834800E+03,1.54834800E+03,1.54880000E+03,1.54882400E+03,1.54884200E+03,1.54885600E+03,1.54885600E+03,1.54851200E+03,1.54852600E+03,1.54854000E+03,1.54896800E+03,1.54896800E+03,1.54902200E+03,1.54903800E+03,1.54905200E+03,1.54869800E+03,1.54871400E+03,1.54873000E+03,1.54873000E+03,1.54919400E+03,1.54921200E+03
1.54740410E+03,1.54774800E+03,1.54774800E+03,1.54739600E+03,1.54740800E+03,1.54742000E+03,1.54781600E+03,1.54781600E+03,1.54787810E+03,1.54790410E+03,1.54792200E+03,1.54793600E+03,1.54793600E+03,1.54796000E+03,1.54797200E+03,1.54798400E+03,1.54799800E+03,1.54799800E+03,1.54843200E+03,1.54845400E+03,1.54810400E+03,1.54811800E+03,1.54811800E+03,1.54814200E+03,1.54815410E+03,1.54816600E+03,1.54818010E+03,1.54818010E+03,1.54863200E+03,1.54865000E+03,1.54866390E+03,1.54867800E+03,1.54832200E+03,1.54832200E+03,1.54834590E+03,1.54836000E+03,1.54879600E+03,1.54882200E+03,1.54882200E+03,1.54885400E+03,1.54886600E+03,1.54888000E+03,1.54852200E+03,1.54852200E+03,1.54894400E+03,1.54900000E+03,1.54902000E+03,1.54903410E+03,1.54903410E+03,1.54906200E+03,1.54871000E+03,1.54872400E+03,1.54914400E+03,1.54914400E+03,1.54920800E+03,1.54922400E+03
1.54741600E+03,1.54776200E+03,1.54776200E+03,1.54778600E+03,1.54780000E+03,1.54781600E+03,1.54783610E+03,1.54787600E+03,1.54787600E+03,1.54792200E+03,1.54793600E+03,1.54794800E+03,1.54796000E+03,1.54796000E+03,1.54798400E+03,1.54799800E+03,1.54801400E+03,1.54843200E+03,1.54843200E+03,1.54847000E+03,1.54811800E+03,1.54813000E+03,1.54814200E+03,1.54814200E+03,1.54816600E+03,1.54817800E+03,1.54860000E+03,1.54863200E+03,1.54865000E+03,1.54865000E+03,1.54867600E+03,1.54868800E+03,1.54833200E+03,1.54834400E+03,1.54834400E+03,1.54879000E+03,1.54881800E+03,1.54883800E+03,1.54885210E+03,1.54885210E+03,1.54887810E+03,1.54852000E+03,1.54853410E+03,1.54893400E+03,1.54893400E+03,1.54901600E+03,1.54903200E+03,1.54904600E+03,1.54906010E+03,1.54906010E+03,1.54872000E+03,1.54873800E+03,1.54918200E+03,1.54920400E+03,1.54920400E+03,1.54923600E+03
1.54742600E+03,1.54777600E+03,1.54777600E+03,1.54780000E+03,1.54781400E+03,1.54783400E+03,1.54787600E+03,1.54787600E+03,1.54792200E+03,1.54793600E+03,1.54795000E+03,1.54796200E+03,1.54796200E+03,1.54798400E+03,1.54799800E+03,1.54801400E+03,1.54843200E+03,1.54845400E+03,1.54847000E+03,1.54811800E+03,1.54813000E+03,1.54813000E+03,1.54815200E+03,1.54816390E+03,1.54817800E+03,1.54859800E+03,1.54859800E+03,1.54864790E+03,1.54866390E+03,1.54867600E+03,1.54868800E+03,1.54868800E+03,1.54834200E+03,1.54835600E+03,1.54878410E+03,1.54881800E+03,1.54881800E+03,1.54885000E+03,1.54886400E+03,1.54887600E+03,1.54889000E+03,1.54889000E+03,1.54893600E+03,1.54899000E+03,1.54901400E+03,1.54903000E+03,1.54903000E+03,1.54905800E+03,1.54907200E+03,1.54871590E+03,1.54873210E+03,1.54873210E+03,1.54920000E+03,1.54921800E+03,1.54923210E+03,1.54924600E+03
1.54924600E+03,1.54779000E+03,1.54780000E+03,1.54781600E+03,1.54783610E+03,1.54783610E+03,1.54790410E+03,1.54792200E+03,1.54793600E+03,1.54795000E+03,1.54795000E+03,1.54797400E+03,1.54798600E+03,1.54799800E+03,1.54801600E+03,1.54801600E+03,1.54845610E+03,1.54847000E+03,1.54811800E+03,1.54811800E+03,1.54814000E+03,1.54815200E+03,1.54816390E+03,1.54817600E+03,1.54817600E+03,1.54863000E+03,1.54864790E+03,1.54866200E+03,1.54867600E+03,1.54868800E+03,1.54870000E+03,1.54834000E+03,1.54834000E+03,1.54878000E+03,1.54881600E+03,1.54883400E+03,1.54885000E+03,1.54885000E+03,1.54887600E+03,1.54888790E+03,1.54852600E+03,1.54893010E+03,1.54898600E+03,1.54898600E+03,1.54902800E+03,1.54904200E+03,1.54905600E+03,1.54906990E+03,1.54906990E+03,1.54872200E+03,1.54917200E+03,1.54919800E+03,1.54921400E+03,1.54921400E+03,1.54924400E+03,1.54888790E+03
1.54784000E+03,1.54780400E+03,1.54780400E+03,1.54783610E+03,1.54787810E+03,1.54790410E+03,1.54792200E+03,1.54793800E+03,1.54795000E+03,1.54796200E+03,1.54796200E+03,1.54798600E+03,1.54800000E+03,1.54840000E+03,1.54843800E+03,1.54843800E+03,1.54847200E+03,1.54811600E+03,1.54812810E+03,1.54814000E+03,1.54814000E+03,1.54816390E+03,1.54817200E+03,1.54860210E+03,1.54863200E+03,1.54863200E+03,1.54866390E+03,1.54867600E+03,1.54868800E+03,1.54870000E+03,1.54870000E+03,1.54834800E+03,1.54878000E+03,1.54881400E+03,1.54883400E+03,1.54883400E+03,1.54886210E+03,1.54887400E+03,1.54888600E+03,1.54890000E+03,1.54892000E+03,1.54898210E+03,1.54901000E+03,1.54901000E+03,1.54904200E+03,1.54905400E+03,1.54906800E+03,1.54908200E+03,1.54908200E+03,1.54916600E+03,1.54919400E+03,1.54921200E+03,1.54922800E+03,1.54922800E+03,1.54925600E+03,1.54889790E+03
